"date","time","sensor_20","datetime"
2017-08-12,"1600",6058,2017-08-12 16:00:00
2017-08-12,"1615",6048,2017-08-12 16:15:00
2017-08-12,"1630",6007,2017-08-12 16:30:00
2017-08-12,"1645",6028,2017-08-12 16:45:00
2017-08-12,"1700",6048,2017-08-12 17:00:00
2017-08-12,"1715",6079,2017-08-12 17:15:00
2017-08-12,"1730",6048,2017-08-12 17:30:00
2017-08-12,"1745",6079,2017-08-12 17:45:00
2017-08-12,"1800",6058,2017-08-12 18:00:00
2017-08-12,"1815",6068,2017-08-12 18:15:00
2017-08-12,"1830",6119,2017-08-12 18:30:00
2017-08-12,"1845",6079,2017-08-12 18:45:00
2017-08-12,"1900",6099,2017-08-12 19:00:00
2017-08-12,"1915",6079,2017-08-12 19:15:00
2017-08-12,"1930",6119,2017-08-12 19:30:00
2017-08-12,"1945",6109,2017-08-12 19:45:00
2017-08-12,"2000",6109,2017-08-12 20:00:00
2017-08-12,"2015",6079,2017-08-12 20:15:00
2017-08-12,"2030",6119,2017-08-12 20:30:00
2017-08-12,"2045",6089,2017-08-12 20:45:00
2017-08-12,"2100",6130,2017-08-12 21:00:00
2017-08-12,"2115",6099,2017-08-12 21:15:00
2017-08-12,"2130",6130,2017-08-12 21:30:00
2017-08-12,"2145",6263,2017-08-12 21:45:00
2017-08-12,"2200",6160,2017-08-12 22:00:00
2017-08-12,"2215",6140,2017-08-12 22:15:00
2017-08-12,"2230",6150,2017-08-12 22:30:00
2017-08-12,"2245",6099,2017-08-12 22:45:00
2017-08-12,"2300",6068,2017-08-12 23:00:00
2017-08-12,"2315",6140,2017-08-12 23:15:00
2017-08-12,"2330",6150,2017-08-12 23:30:00
2017-08-12,"2345",6212,2017-08-12 23:45:00
2017-08-13,"0000",6202,2017-08-13 00:00:00
2017-08-13,"0015",6232,2017-08-13 00:15:00
2017-08-13,"0030",6409,2017-08-13 00:30:00
2017-08-13,"0045",6222,2017-08-13 00:45:00
2017-08-13,"0100",6357,2017-08-13 01:00:00
2017-08-13,"0115",6388,2017-08-13 01:15:00
2017-08-13,"0130",6119,2017-08-13 01:30:00
2017-08-13,"0145",6109,2017-08-13 01:45:00
2017-08-13,"0200",6202,2017-08-13 02:00:00
2017-08-13,"0215",6150,2017-08-13 02:15:00
2017-08-13,"0230",6409,2017-08-13 02:30:00
2017-08-13,"0245",6222,2017-08-13 02:45:00
2017-08-13,"0300",6263,2017-08-13 03:00:00
2017-08-13,"0315",6119,2017-08-13 03:15:00
2017-08-13,"0330",6150,2017-08-13 03:30:00
2017-08-13,"0345",6171,2017-08-13 03:45:00
2017-08-13,"0400",6140,2017-08-13 04:00:00
2017-08-13,"0415",6181,2017-08-13 04:15:00
2017-08-13,"0430",6191,2017-08-13 04:30:00
2017-08-13,"0445",6160,2017-08-13 04:45:00
2017-08-13,"0500",6130,2017-08-13 05:00:00
2017-08-13,"0515",6150,2017-08-13 05:15:00
2017-08-13,"0530",6181,2017-08-13 05:30:00
2017-08-13,"0545",6119,2017-08-13 05:45:00
2017-08-13,"0600",6119,2017-08-13 06:00:00
2017-08-13,"0615",6181,2017-08-13 06:15:00
2017-08-13,"0630",6150,2017-08-13 06:30:00
2017-08-13,"0645",6160,2017-08-13 06:45:00
2017-08-13,"0700",6171,2017-08-13 07:00:00
2017-08-13,"0715",6130,2017-08-13 07:15:00
2017-08-13,"0730",6171,2017-08-13 07:30:00
2017-08-13,"0745",6171,2017-08-13 07:45:00
2017-08-13,"0800",6160,2017-08-13 08:00:00
2017-08-13,"0815",6119,2017-08-13 08:15:00
2017-08-13,"0830",6171,2017-08-13 08:30:00
2017-08-13,"0845",6150,2017-08-13 08:45:00
2017-08-13,"0900",6160,2017-08-13 09:00:00
2017-08-13,"0915",6140,2017-08-13 09:15:00
2017-08-13,"0930",6099,2017-08-13 09:30:00
2017-08-13,"0945",6119,2017-08-13 09:45:00
2017-08-13,"1000",6130,2017-08-13 10:00:00
2017-08-13,"1015",6130,2017-08-13 10:15:00
2017-08-13,"1030",6130,2017-08-13 10:30:00
2017-08-13,"1045",6130,2017-08-13 10:45:00
2017-08-13,"1100",6140,2017-08-13 11:00:00
2017-08-13,"1115",6150,2017-08-13 11:15:00
2017-08-13,"1130",6140,2017-08-13 11:30:00
2017-08-13,"1145",6150,2017-08-13 11:45:00
2017-08-13,"1200",6130,2017-08-13 12:00:00
2017-08-13,"1215",6119,2017-08-13 12:15:00
2017-08-13,"1230",6109,2017-08-13 12:30:00
2017-08-13,"1245",6130,2017-08-13 12:45:00
2017-08-13,"1300",6119,2017-08-13 13:00:00
2017-08-13,"1315",6150,2017-08-13 13:15:00
2017-08-13,"1330",6119,2017-08-13 13:30:00
2017-08-13,"1345",6150,2017-08-13 13:45:00
2017-08-13,"1400",6119,2017-08-13 14:00:00
2017-08-13,"1415",6150,2017-08-13 14:15:00
2017-08-13,"1430",6150,2017-08-13 14:30:00
2017-08-13,"1445",6130,2017-08-13 14:45:00
2017-08-13,"1500",6171,2017-08-13 15:00:00
2017-08-13,"1515",6150,2017-08-13 15:15:00
2017-08-13,"1530",6191,2017-08-13 15:30:00
2017-08-13,"1545",6140,2017-08-13 15:45:00
2017-08-13,"1600",6140,2017-08-13 16:00:00
2017-08-13,"1615",6150,2017-08-13 16:15:00
2017-08-13,"1630",6171,2017-08-13 16:30:00
2017-08-13,"1645",6171,2017-08-13 16:45:00
2017-08-13,"1700",6150,2017-08-13 17:00:00
2017-08-13,"1715",6140,2017-08-13 17:15:00
2017-08-13,"1730",6171,2017-08-13 17:30:00
2017-08-13,"1745",6140,2017-08-13 17:45:00
2017-08-13,"1800",6150,2017-08-13 18:00:00
2017-08-13,"1815",6191,2017-08-13 18:15:00
2017-08-13,"1830",6181,2017-08-13 18:30:00
2017-08-13,"1845",6191,2017-08-13 18:45:00
2017-08-13,"1900",6171,2017-08-13 19:00:00
2017-08-13,"1915",6160,2017-08-13 19:15:00
2017-08-13,"1930",6181,2017-08-13 19:30:00
2017-08-13,"1945",6181,2017-08-13 19:45:00
2017-08-13,"2000",6191,2017-08-13 20:00:00
2017-08-13,"2015",6181,2017-08-13 20:15:00
2017-08-13,"2030",6171,2017-08-13 20:30:00
2017-08-13,"2045",6191,2017-08-13 20:45:00
2017-08-13,"2100",6181,2017-08-13 21:00:00
2017-08-13,"2115",6181,2017-08-13 21:15:00
2017-08-13,"2130",6181,2017-08-13 21:30:00
2017-08-13,"2145",6181,2017-08-13 21:45:00
2017-08-13,"2200",6191,2017-08-13 22:00:00
2017-08-13,"2215",6181,2017-08-13 22:15:00
2017-08-13,"2230",6191,2017-08-13 22:30:00
2017-08-13,"2245",6171,2017-08-13 22:45:00
2017-08-13,"2300",6212,2017-08-13 23:00:00
2017-08-13,"2315",6191,2017-08-13 23:15:00
2017-08-13,"2330",6181,2017-08-13 23:30:00
2017-08-13,"2345",6181,2017-08-13 23:45:00
2017-08-14,"0000",6212,2017-08-14 00:00:00
2017-08-14,"0015",6181,2017-08-14 00:15:00
2017-08-14,"0030",6191,2017-08-14 00:30:00
2017-08-14,"0045",6202,2017-08-14 00:45:00
2017-08-14,"0100",6212,2017-08-14 01:00:00
2017-08-14,"0115",6202,2017-08-14 01:15:00
2017-08-14,"0130",6191,2017-08-14 01:30:00
2017-08-14,"0145",6191,2017-08-14 01:45:00
2017-08-14,"0200",6222,2017-08-14 02:00:00
2017-08-14,"0215",6232,2017-08-14 02:15:00
2017-08-14,"0230",6222,2017-08-14 02:30:00
2017-08-14,"0245",6212,2017-08-14 02:45:00
2017-08-14,"0300",6232,2017-08-14 03:00:00
2017-08-14,"0315",6243,2017-08-14 03:15:00
2017-08-14,"0330",6232,2017-08-14 03:30:00
2017-08-14,"0345",6212,2017-08-14 03:45:00
2017-08-14,"0400",6212,2017-08-14 04:00:00
2017-08-14,"0415",6222,2017-08-14 04:15:00
2017-08-14,"0430",6212,2017-08-14 04:30:00
2017-08-14,"0445",6232,2017-08-14 04:45:00
2017-08-14,"0500",6202,2017-08-14 05:00:00
2017-08-14,"0515",6212,2017-08-14 05:15:00
2017-08-14,"0530",6191,2017-08-14 05:30:00
2017-08-14,"0545",6191,2017-08-14 05:45:00
2017-08-14,"0600",6202,2017-08-14 06:00:00
2017-08-14,"0615",6191,2017-08-14 06:15:00
2017-08-14,"0630",6202,2017-08-14 06:30:00
2017-08-14,"0645",6232,2017-08-14 06:45:00
2017-08-14,"0700",6212,2017-08-14 07:00:00
2017-08-14,"0715",6191,2017-08-14 07:15:00
2017-08-14,"0730",6202,2017-08-14 07:30:00
2017-08-14,"0745",6232,2017-08-14 07:45:00
2017-08-14,"0800",6212,2017-08-14 08:00:00
2017-08-14,"0815",6222,2017-08-14 08:15:00
2017-08-14,"0830",6232,2017-08-14 08:30:00
2017-08-14,"0845",6191,2017-08-14 08:45:00
2017-08-14,"0900",6212,2017-08-14 09:00:00
2017-08-14,"0915",6181,2017-08-14 09:15:00
2017-08-14,"0930",6222,2017-08-14 09:30:00
2017-08-14,"0945",6191,2017-08-14 09:45:00
2017-08-14,"1000",6191,2017-08-14 10:00:00
2017-08-14,"1015",6191,2017-08-14 10:15:00
2017-08-14,"1030",6171,2017-08-14 10:30:00
2017-08-14,"1045",6202,2017-08-14 10:45:00
2017-08-14,"1100",6160,2017-08-14 11:00:00
2017-08-14,"1115",6202,2017-08-14 11:15:00
2017-08-14,"1130",6160,2017-08-14 11:30:00
2017-08-14,"1145",6202,2017-08-14 11:45:00
2017-08-14,"1200",6181,2017-08-14 12:00:00
2017-08-14,"1215",6171,2017-08-14 12:15:00
2017-08-14,"1230",6160,2017-08-14 12:30:00
2017-08-14,"1245",6171,2017-08-14 12:45:00
2017-08-14,"1300",6160,2017-08-14 13:00:00
2017-08-14,"1315",6160,2017-08-14 13:15:00
2017-08-14,"1330",6140,2017-08-14 13:30:00
2017-08-14,"1345",6171,2017-08-14 13:45:00
2017-08-14,"1400",6130,2017-08-14 14:00:00
2017-08-14,"1415",6130,2017-08-14 14:15:00
2017-08-14,"1430",6140,2017-08-14 14:30:00
2017-08-14,"1445",6171,2017-08-14 14:45:00
2017-08-14,"1500",6119,2017-08-14 15:00:00
2017-08-14,"1515",6150,2017-08-14 15:15:00
2017-08-14,"1530",6119,2017-08-14 15:30:00
2017-08-14,"1545",6109,2017-08-14 15:45:00
2017-08-14,"1600",6140,2017-08-14 16:00:00
2017-08-14,"1615",6150,2017-08-14 16:15:00
2017-08-14,"1630",6130,2017-08-14 16:30:00
2017-08-14,"1645",6130,2017-08-14 16:45:00
2017-08-14,"1700",6130,2017-08-14 17:00:00
2017-08-14,"1715",6130,2017-08-14 17:15:00
2017-08-14,"1730",6089,2017-08-14 17:30:00
2017-08-14,"1745",6119,2017-08-14 17:45:00
2017-08-14,"1800",6119,2017-08-14 18:00:00
2017-08-14,"1815",6109,2017-08-14 18:15:00
2017-08-14,"1830",6099,2017-08-14 18:30:00
2017-08-14,"1845",6068,2017-08-14 18:45:00
2017-08-14,"1900",6099,2017-08-14 19:00:00
2017-08-14,"1915",6109,2017-08-14 19:15:00
2017-08-14,"1930",6089,2017-08-14 19:30:00
2017-08-14,"1945",6099,2017-08-14 19:45:00
2017-08-14,"2000",6089,2017-08-14 20:00:00
2017-08-14,"2015",6089,2017-08-14 20:15:00
2017-08-14,"2030",6089,2017-08-14 20:30:00
2017-08-14,"2045",6089,2017-08-14 20:45:00
2017-08-14,"2100",6079,2017-08-14 21:00:00
2017-08-14,"2115",6089,2017-08-14 21:15:00
2017-08-14,"2130",6099,2017-08-14 21:30:00
2017-08-14,"2145",6119,2017-08-14 21:45:00
2017-08-14,"2200",6079,2017-08-14 22:00:00
2017-08-14,"2215",6099,2017-08-14 22:15:00
2017-08-14,"2230",6079,2017-08-14 22:30:00
2017-08-14,"2245",6079,2017-08-14 22:45:00
2017-08-14,"2300",6099,2017-08-14 23:00:00
2017-08-14,"2315",6109,2017-08-14 23:15:00
2017-08-14,"2330",6099,2017-08-14 23:30:00
2017-08-14,"2345",6099,2017-08-14 23:45:00
2017-08-15,"0000",6109,2017-08-15 00:00:00
2017-08-15,"0015",6089,2017-08-15 00:15:00
2017-08-15,"0030",6109,2017-08-15 00:30:00
2017-08-15,"0045",6099,2017-08-15 00:45:00
2017-08-15,"0100",6099,2017-08-15 01:00:00
2017-08-15,"0115",6089,2017-08-15 01:15:00
2017-08-15,"0130",6068,2017-08-15 01:30:00
2017-08-15,"0145",6079,2017-08-15 01:45:00
2017-08-15,"0200",6079,2017-08-15 02:00:00
2017-08-15,"0215",6058,2017-08-15 02:15:00
2017-08-15,"0230",6099,2017-08-15 02:30:00
2017-08-15,"0245",6079,2017-08-15 02:45:00
2017-08-15,"0300",6058,2017-08-15 03:00:00
2017-08-15,"0315",6079,2017-08-15 03:15:00
2017-08-15,"0330",6068,2017-08-15 03:30:00
2017-08-15,"0345",6068,2017-08-15 03:45:00
2017-08-15,"0400",6079,2017-08-15 04:00:00
2017-08-15,"0415",6068,2017-08-15 04:15:00
2017-08-15,"0430",6068,2017-08-15 04:30:00
2017-08-15,"0445",6068,2017-08-15 04:45:00
2017-08-15,"0500",6089,2017-08-15 05:00:00
2017-08-15,"0515",6007,2017-08-15 05:15:00
2017-08-15,"0530",6007,2017-08-15 05:30:00
2017-08-15,"0545",6018,2017-08-15 05:45:00
2017-08-15,"0600",6007,2017-08-15 06:00:00
2017-08-15,"0615",6007,2017-08-15 06:15:00
2017-08-15,"0630",6007,2017-08-15 06:30:00
2017-08-15,"0645",5997,2017-08-15 06:45:00
2017-08-15,"0700",6007,2017-08-15 07:00:00
2017-08-15,"0715",6007,2017-08-15 07:15:00
2017-08-15,"0730",6007,2017-08-15 07:30:00
2017-08-15,"0745",5997,2017-08-15 07:45:00
2017-08-15,"0800",6007,2017-08-15 08:00:00
2017-08-15,"0815",5997,2017-08-15 08:15:00
2017-08-15,"0830",5987,2017-08-15 08:30:00
2017-08-15,"0845",5987,2017-08-15 08:45:00
2017-08-15,"0900",5987,2017-08-15 09:00:00
2017-08-15,"0915",5987,2017-08-15 09:15:00
2017-08-15,"0930",5997,2017-08-15 09:30:00
2017-08-15,"0945",5987,2017-08-15 09:45:00
2017-08-15,"1000",5987,2017-08-15 10:00:00
2017-08-15,"1015",5987,2017-08-15 10:15:00
2017-08-15,"1030",5977,2017-08-15 10:30:00
2017-08-15,"1045",5987,2017-08-15 10:45:00
2017-08-15,"1100",5977,2017-08-15 11:00:00
2017-08-15,"1115",5977,2017-08-15 11:15:00
2017-08-15,"1130",5977,2017-08-15 11:30:00
2017-08-15,"1145",5977,2017-08-15 11:45:00
2017-08-15,"1200",5977,2017-08-15 12:00:00
2017-08-15,"1215",5977,2017-08-15 12:15:00
2017-08-15,"1230",5967,2017-08-15 12:30:00
2017-08-15,"1245",5967,2017-08-15 12:45:00
2017-08-15,"1300",5967,2017-08-15 13:00:00
2017-08-15,"1315",5977,2017-08-15 13:15:00
2017-08-15,"1330",5967,2017-08-15 13:30:00
2017-08-15,"1345",5967,2017-08-15 13:45:00
2017-08-15,"1400",5967,2017-08-15 14:00:00
2017-08-15,"1415",5967,2017-08-15 14:15:00
2017-08-15,"1430",5957,2017-08-15 14:30:00
2017-08-15,"1445",5957,2017-08-15 14:45:00
2017-08-15,"1500",5957,2017-08-15 15:00:00
2017-08-15,"1515",5957,2017-08-15 15:15:00
2017-08-15,"1530",5957,2017-08-15 15:30:00
2017-08-15,"1545",5957,2017-08-15 15:45:00
2017-08-15,"1600",5957,2017-08-15 16:00:00
2017-08-15,"1615",5947,2017-08-15 16:15:00
2017-08-15,"1630",5947,2017-08-15 16:30:00
2017-08-15,"1645",5937,2017-08-15 16:45:00
2017-08-15,"1700",5947,2017-08-15 17:00:00
2017-08-15,"1715",5937,2017-08-15 17:15:00
2017-08-15,"1730",5937,2017-08-15 17:30:00
2017-08-15,"1745",5947,2017-08-15 17:45:00
2017-08-15,"1800",5937,2017-08-15 18:00:00
2017-08-15,"1815",5937,2017-08-15 18:15:00
2017-08-15,"1830",5937,2017-08-15 18:30:00
2017-08-15,"1845",5937,2017-08-15 18:45:00
2017-08-15,"1900",5926,2017-08-15 19:00:00
2017-08-15,"1915",5926,2017-08-15 19:15:00
2017-08-15,"1930",5926,2017-08-15 19:30:00
2017-08-15,"1945",5926,2017-08-15 19:45:00
2017-08-15,"2000",4843,2017-08-15 20:00:00
2017-08-15,"2015",4833,2017-08-15 20:15:00
2017-08-15,"2030",4843,2017-08-15 20:30:00
2017-08-15,"2045",4843,2017-08-15 20:45:00
2017-08-15,"2100",4843,2017-08-15 21:00:00
2017-08-15,"2115",4843,2017-08-15 21:15:00
2017-08-15,"2130",4843,2017-08-15 21:30:00
2017-08-15,"2145",4843,2017-08-15 21:45:00
2017-08-15,"2200",4843,2017-08-15 22:00:00
2017-08-15,"2215",4843,2017-08-15 22:15:00
2017-08-15,"2230",4843,2017-08-15 22:30:00
2017-08-15,"2245",4843,2017-08-15 22:45:00
2017-08-15,"2300",4843,2017-08-15 23:00:00
2017-08-15,"2315",4843,2017-08-15 23:15:00
2017-08-15,"2330",4843,2017-08-15 23:30:00
2017-08-15,"2345",4843,2017-08-15 23:45:00
2017-08-16,"0000",4854,2017-08-16 00:00:00
2017-08-16,"0015",4854,2017-08-16 00:15:00
2017-08-16,"0030",4854,2017-08-16 00:30:00
2017-08-16,"0045",4854,2017-08-16 00:45:00
2017-08-16,"0100",4854,2017-08-16 01:00:00
2017-08-16,"0115",4854,2017-08-16 01:15:00
2017-08-16,"0130",4854,2017-08-16 01:30:00
2017-08-16,"0145",4854,2017-08-16 01:45:00
2017-08-16,"0200",4854,2017-08-16 02:00:00
2017-08-16,"0215",4854,2017-08-16 02:15:00
2017-08-16,"0230",4854,2017-08-16 02:30:00
2017-08-16,"0245",4854,2017-08-16 02:45:00
2017-08-16,"0300",4854,2017-08-16 03:00:00
2017-08-16,"0315",4854,2017-08-16 03:15:00
2017-08-16,"0330",4864,2017-08-16 03:30:00
2017-08-16,"0345",4864,2017-08-16 03:45:00
2017-08-16,"0400",4864,2017-08-16 04:00:00
2017-08-16,"0415",4864,2017-08-16 04:15:00
2017-08-16,"0430",4864,2017-08-16 04:30:00
2017-08-16,"0445",4854,2017-08-16 04:45:00
2017-08-16,"0500",4864,2017-08-16 05:00:00
2017-08-16,"0515",4906,2017-08-16 05:15:00
2017-08-16,"0530",4896,2017-08-16 05:30:00
2017-08-16,"0545",4885,2017-08-16 05:45:00
2017-08-16,"0600",4896,2017-08-16 06:00:00
2017-08-16,"0615",4885,2017-08-16 06:15:00
2017-08-16,"0630",4896,2017-08-16 06:30:00
2017-08-16,"0645",4896,2017-08-16 06:45:00
2017-08-16,"0700",4906,2017-08-16 07:00:00
2017-08-16,"0715",4917,2017-08-16 07:15:00
2017-08-16,"0730",4896,2017-08-16 07:30:00
2017-08-16,"0745",4917,2017-08-16 07:45:00
2017-08-16,"0800",4906,2017-08-16 08:00:00
2017-08-16,"0815",4927,2017-08-16 08:15:00
2017-08-16,"0830",4917,2017-08-16 08:30:00
2017-08-16,"0845",4906,2017-08-16 08:45:00
2017-08-16,"0900",4896,2017-08-16 09:00:00
2017-08-16,"0915",4917,2017-08-16 09:15:00
2017-08-16,"0930",4917,2017-08-16 09:30:00
2017-08-16,"0945",4906,2017-08-16 09:45:00
2017-08-16,"1000",4906,2017-08-16 10:00:00
2017-08-16,"1015",4896,2017-08-16 10:15:00
2017-08-16,"1030",4896,2017-08-16 10:30:00
2017-08-16,"1045",4906,2017-08-16 10:45:00
2017-08-16,"1100",4917,2017-08-16 11:00:00
2017-08-16,"1115",4875,2017-08-16 11:15:00
2017-08-16,"1130",4906,2017-08-16 11:30:00
2017-08-16,"1145",4917,2017-08-16 11:45:00
2017-08-16,"1200",4917,2017-08-16 12:00:00
2017-08-16,"1215",4906,2017-08-16 12:15:00
2017-08-16,"1230",4906,2017-08-16 12:30:00
2017-08-16,"1245",4917,2017-08-16 12:45:00
2017-08-16,"1300",4917,2017-08-16 13:00:00
2017-08-16,"1315",4896,2017-08-16 13:15:00
2017-08-16,"1330",4906,2017-08-16 13:30:00
2017-08-16,"1345",4906,2017-08-16 13:45:00
2017-08-16,"1400",4896,2017-08-16 14:00:00
2017-08-16,"1415",4875,2017-08-16 14:15:00
2017-08-16,"1430",4896,2017-08-16 14:30:00
2017-08-16,"1445",4906,2017-08-16 14:45:00
2017-08-16,"1500",4906,2017-08-16 15:00:00
2017-08-16,"1515",4885,2017-08-16 15:15:00
2017-08-16,"1530",4896,2017-08-16 15:30:00
2017-08-16,"1545",4917,2017-08-16 15:45:00
2017-08-16,"1600",4906,2017-08-16 16:00:00
2017-08-16,"1615",4885,2017-08-16 16:15:00
2017-08-16,"1630",4896,2017-08-16 16:30:00
2017-08-16,"1645",4896,2017-08-16 16:45:00
2017-08-16,"1700",4896,2017-08-16 17:00:00
2017-08-16,"1715",4885,2017-08-16 17:15:00
2017-08-16,"1730",4896,2017-08-16 17:30:00
2017-08-16,"1745",4875,2017-08-16 17:45:00
2017-08-16,"1800",4896,2017-08-16 18:00:00
2017-08-16,"1815",4896,2017-08-16 18:15:00
2017-08-16,"1830",4896,2017-08-16 18:30:00
2017-08-16,"1845",4896,2017-08-16 18:45:00
2017-08-16,"1900",4896,2017-08-16 19:00:00
2017-08-16,"1915",4896,2017-08-16 19:15:00
2017-08-16,"1930",4885,2017-08-16 19:30:00
2017-08-16,"1945",4885,2017-08-16 19:45:00
2017-08-16,"2000",4896,2017-08-16 20:00:00
2017-08-16,"2015",4885,2017-08-16 20:15:00
2017-08-16,"2030",4896,2017-08-16 20:30:00
2017-08-16,"2045",4896,2017-08-16 20:45:00
2017-08-16,"2100",4896,2017-08-16 21:00:00
2017-08-16,"2115",4885,2017-08-16 21:15:00
2017-08-16,"2130",4875,2017-08-16 21:30:00
2017-08-16,"2145",4875,2017-08-16 21:45:00
2017-08-16,"2200",4885,2017-08-16 22:00:00
2017-08-16,"2215",4885,2017-08-16 22:15:00
2017-08-16,"2230",4885,2017-08-16 22:30:00
2017-08-16,"2245",4875,2017-08-16 22:45:00
2017-08-16,"2300",4885,2017-08-16 23:00:00
2017-08-16,"2315",4843,2017-08-16 23:15:00
2017-08-16,"2330",4854,2017-08-16 23:30:00
2017-08-16,"2345",4885,2017-08-16 23:45:00
2017-08-17,"0000",4875,2017-08-17 00:00:00
2017-08-17,"0015",4864,2017-08-17 00:15:00
2017-08-17,"0030",4875,2017-08-17 00:30:00
2017-08-17,"0045",4875,2017-08-17 00:45:00
2017-08-17,"0100",4875,2017-08-17 01:00:00
2017-08-17,"0115",4875,2017-08-17 01:15:00
2017-08-17,"0130",4864,2017-08-17 01:30:00
2017-08-17,"0145",4885,2017-08-17 01:45:00
2017-08-17,"0200",4875,2017-08-17 02:00:00
2017-08-17,"0215",4885,2017-08-17 02:15:00
2017-08-17,"0230",4864,2017-08-17 02:30:00
2017-08-17,"0245",4875,2017-08-17 02:45:00
2017-08-17,"0300",4875,2017-08-17 03:00:00
2017-08-17,"0315",4864,2017-08-17 03:15:00
2017-08-17,"0330",4864,2017-08-17 03:30:00
2017-08-17,"0345",4875,2017-08-17 03:45:00
2017-08-17,"0400",4864,2017-08-17 04:00:00
2017-08-17,"0415",4875,2017-08-17 04:15:00
2017-08-17,"0430",4875,2017-08-17 04:30:00
2017-08-17,"0445",4875,2017-08-17 04:45:00
2017-08-17,"0500",4885,2017-08-17 05:00:00
2017-08-17,"0515",4885,2017-08-17 05:15:00
2017-08-17,"0530",4875,2017-08-17 05:30:00
2017-08-17,"0545",4875,2017-08-17 05:45:00
2017-08-17,"0600",4885,2017-08-17 06:00:00
2017-08-17,"0615",4885,2017-08-17 06:15:00
2017-08-17,"0630",4875,2017-08-17 06:30:00
2017-08-17,"0645",4885,2017-08-17 06:45:00
2017-08-17,"0700",4875,2017-08-17 07:00:00
2017-08-17,"0715",4864,2017-08-17 07:15:00
2017-08-17,"0730",4885,2017-08-17 07:30:00
2017-08-17,"0745",4875,2017-08-17 07:45:00
2017-08-17,"0800",4854,2017-08-17 08:00:00
2017-08-17,"0815",4875,2017-08-17 08:15:00
2017-08-17,"0830",4875,2017-08-17 08:30:00
2017-08-17,"0845",4864,2017-08-17 08:45:00
2017-08-17,"0900",4864,2017-08-17 09:00:00
2017-08-17,"0915",4864,2017-08-17 09:15:00
2017-08-17,"0930",4854,2017-08-17 09:30:00
2017-08-17,"0945",4864,2017-08-17 09:45:00
2017-08-17,"1000",4864,2017-08-17 10:00:00
2017-08-17,"1015",4854,2017-08-17 10:15:00
2017-08-17,"1030",4843,2017-08-17 10:30:00
2017-08-17,"1045",4864,2017-08-17 10:45:00
2017-08-17,"1100",4854,2017-08-17 11:00:00
2017-08-17,"1115",4843,2017-08-17 11:15:00
2017-08-17,"1130",4843,2017-08-17 11:30:00
2017-08-17,"1145",4854,2017-08-17 11:45:00
2017-08-17,"1200",4833,2017-08-17 12:00:00
2017-08-17,"1215",4843,2017-08-17 12:15:00
2017-08-17,"1230",4843,2017-08-17 12:30:00
2017-08-17,"1245",4843,2017-08-17 12:45:00
2017-08-17,"1300",4833,2017-08-17 13:00:00
2017-08-17,"1315",4822,2017-08-17 13:15:00
2017-08-17,"1330",4843,2017-08-17 13:30:00
2017-08-17,"1345",4833,2017-08-17 13:45:00
2017-08-17,"1400",4833,2017-08-17 14:00:00
2017-08-17,"1415",4822,2017-08-17 14:15:00
2017-08-17,"1430",4833,2017-08-17 14:30:00
2017-08-17,"1445",4833,2017-08-17 14:45:00
2017-08-17,"1500",4833,2017-08-17 15:00:00
2017-08-17,"1515",4801,2017-08-17 15:15:00
2017-08-17,"1530",4812,2017-08-17 15:30:00
2017-08-17,"1545",4801,2017-08-17 15:45:00
2017-08-17,"1600",4822,2017-08-17 16:00:00
2017-08-17,"1615",4822,2017-08-17 16:15:00
2017-08-17,"1630",4833,2017-08-17 16:30:00
2017-08-17,"1645",4822,2017-08-17 16:45:00
2017-08-17,"1700",4812,2017-08-17 17:00:00
2017-08-17,"1715",4822,2017-08-17 17:15:00
2017-08-17,"1730",4843,2017-08-17 17:30:00
2017-08-17,"1745",4843,2017-08-17 17:45:00
2017-08-17,"1800",4833,2017-08-17 18:00:00
2017-08-17,"1815",4822,2017-08-17 18:15:00
2017-08-17,"1830",4822,2017-08-17 18:30:00
2017-08-17,"1845",4833,2017-08-17 18:45:00
2017-08-17,"1900",4833,2017-08-17 19:00:00
2017-08-17,"1915",4833,2017-08-17 19:15:00
2017-08-17,"1930",4843,2017-08-17 19:30:00
2017-08-17,"1945",4843,2017-08-17 19:45:00
2017-08-17,"2000",4833,2017-08-17 20:00:00
2017-08-17,"2015",4843,2017-08-17 20:15:00
2017-08-17,"2030",4854,2017-08-17 20:30:00
2017-08-17,"2045",4854,2017-08-17 20:45:00
2017-08-17,"2100",4843,2017-08-17 21:00:00
2017-08-17,"2115",4843,2017-08-17 21:15:00
2017-08-17,"2130",4843,2017-08-17 21:30:00
2017-08-17,"2145",4833,2017-08-17 21:45:00
2017-08-17,"2200",4843,2017-08-17 22:00:00
2017-08-17,"2215",4843,2017-08-17 22:15:00
2017-08-17,"2230",4843,2017-08-17 22:30:00
2017-08-17,"2245",4843,2017-08-17 22:45:00
2017-08-17,"2300",4864,2017-08-17 23:00:00
2017-08-17,"2315",4854,2017-08-17 23:15:00
2017-08-17,"2330",4854,2017-08-17 23:30:00
2017-08-17,"2345",4843,2017-08-17 23:45:00
2017-08-18,"0000",4854,2017-08-18 00:00:00
2017-08-18,"0015",4854,2017-08-18 00:15:00
2017-08-18,"0030",4864,2017-08-18 00:30:00
2017-08-18,"0045",4843,2017-08-18 00:45:00
2017-08-18,"0100",4843,2017-08-18 01:00:00
